query_id,outcome,winner_run_ids,confidence,short_rationale
q_075,single_winner,nomic,medium,"D has the strongest overall alignment to the query: it surfaces several legal-text classification and legal NLP papers, and includes a PEFT-related result, even if not perfectly on-domain. C is close behind with multiple legal classification/judgment papers, but less explicit PEFT relevance. A has a good legal judgment prediction paper and one PEFT paper, but the PEFT result is off-domain and the rest are weaker matches. B is largely off-topic."
q_076,single_winner,massimo,high,"D is the strongest match for the query, with multiple directly relevant radiology report generation papers and the best pooled recall/nDCG. B is also strong and on-topic, but slightly less complete and less topically focused than D. C is partially relevant but broader and less radiology-centered. A is largely off-topic."
q_077,single_winner,massimo,high,"C is the strongest overall for this specific biomedical RAG-for-QA query: its top results are tightly on-topic, and it has the best nDCG@10 while maintaining decent recall. D is very close and has slightly stronger absolute relevance, but its ranking quality is a bit worse. A has good biomedical RAG coverage and the highest recall, but it includes more off-target items and weaker relevance concentration. B is largely off-topic."
q_078,single_winner,massimo,high,"D and B are clearly the most relevant, but D is better aligned to the query overall: it surfaces DeepCE and another GNN-based scRNA-seq paper much earlier and achieves full pooled relevant recall. B has slightly better nDCG, but its key relevant GNN papers are lower-ranked. C is mostly adjacent genomics/bioinformatics with weak scRNA-seq/GNN fit, while A is largely off-topic knowledge-graph/combinatorial-optimization content."
q_079,single_winner,massimo,high,"B is strongest overall: it places highly relevant text-to-image diffusion / diffusion-transformer papers near the top and has the best pooled-relevant recall. D also contains some very relevant items (notably text-to-image diffusion transformer work) and is better than A, but it is less complete on the judged relevant set. A is mostly off-topic diffusion/text-generation or unrelated papers, while C is almost entirely off-topic for this query."
q_080,single_winner,nomic,medium,"C and B are both strong for this query, with highly relevant program-repair papers near the top and excellent pooled recall. C has the best overall support metrics, especially nDCG@10, while keeping the top results tightly centered on LLM-based code repair. B is extremely close but a bit weaker by metrics and slightly less clean in topical focus below the top ranks. A is decent but noticeably noisier, and D is mostly off-topic."
q_081,single_winner,nomic,high,"A is the best match because it returns highly relevant diabetic retinopathy detection papers with strong ranking quality, even though it lacks the federated-learning aspect. C is nearly the same topical set but clearly worse ordered by the metrics. B and D are much less aligned to diabetic retinopathy detection, focusing on federated learning in other medical areas; B is stronger than D on rank quality and topical coherence."
q_082,single_winner,massimo,high,"D is the strongest match for chart understanding/VLM evaluation: it includes multiple directly relevant papers on maps, diagrams, chart-related contamination, resolution for VLLMs, and structure extraction. C is also strong with several broadly relevant VLM evaluation papers, but is slightly less chart-focused. A has a few relevant items (e.g., contamination, Image2Struct) but much of the list is off-target. B is the least relevant, with mostly unrelated vision tasks and only weak VLM overlap."
q_083,single_winner,nomic,high,"C is best overall: it has near-perfect ranking quality and its top results are strongly aligned with causal representation learning plus reinforcement learning (e.g., causal representation learning with dynamical systems, causal discovery across environments, causal feature selection). D is very close but slightly less aligned and a bit less top-heavy on the exact query. A and B are substantially less relevant, with many results drifting to unrelated medical, fairness, simulation, or generic RL topics. A is a bit stronger than B on relevance and topical fit."
q_084,single_winner,nomic,high,"C is best: it places the exact self-supervised ECG classification paper at rank 1 and then continues with several ECG classification papers, matching the query tightly and achieving the strongest support metrics. A is also strong with the exact self-supervised ECG paper at rank 1, but it mixes in more weaker or loosely related ECG papers and has lower overall metric support than C. D has one highly relevant self-supervised ECG paper, but it is only at rank 3 and the rest of the list is noisier. B is least relevant overall, with most top results drifting away from ECG self-supervised classification."
q_085,single_winner,nomic,high,"D is strongest overall for a query about language agents for web navigation: it starts with a highly relevant web-navigation/VLN paper, then includes an autonomous language agents framework and several additional navigation/mobile-agent papers. A is also fairly relevant but is a bit less consistently aligned and includes more clearly off-topic items. B and C are mostly off-topic, with C the weakest. Metrics broadly match this ordering, with D and A far above B and C in nDCG and mean relevance."
q_086,single_winner,massimo,high,"B is the strongest match: it contains several directly relevant papers on test-time adaptation for medical image segmentation (e.g., brain tumor segmentation, kidney biopsy segmentation, stroke lesion segmentation) and ranks them highly, with the best support metrics. C is close but slightly weaker in ranking quality and metrics, with one less directly relevant tail item. D has only loose partial relevance via a few medical segmentation-adjacent papers but is mostly about other medical ML topics. A is largely off-topic and returns almost no relevant results."
q_087,single_winner,nomic,high,"B has the strongest combination of ranking quality and topical match to retrieval-based long-context QA. Its top results are directly on adaptive retrieval, RAG, and conversational retrieval, and its metrics are best overall, especially nDCG@10. D is also relevant and has good coverage, but is slightly less strong in ranking quality. A contains a few relevant RAG/long-context biomedical papers but is diluted by off-target items. C is largely off-topic and has zero pooled relevant recall."
q_088,single_winner,massimo,high,"B has the strongest overall relevance profile: best nDCG@10, mean relevance, high-relevance rate, and pooled recall, while keeping the results tightly aligned to dynamic-graph traffic forecasting. C is very close but slightly worse on ranking quality. A is clearly weaker, with lower relevance and recall and more peripheral items. D is the least relevant, with several off-topic graph/time-series papers and poor pooled recall."
q_089,single_winner,massimo,high,"C is strongest because it places a directly relevant neural topic modeling paper first and keeps several other topic-modeling / literature-analysis papers near the top, giving the best combination of relevance and ranking quality. B is close but slightly weaker in ranking and topical fit. A has some relevant topic-modeling papers but is less focused on neural topic modeling. D is largely off-topic, dominated by protein biology papers with no meaningful match to the query."
q_090,single_winner,massimo,high,"D is the strongest overall: it has the best support metrics and its top results are tightly aligned with few-shot NER and LLM-based information extraction. A is also highly relevant and covers the topic well, but its ranking quality is slightly weaker and it includes more off-topic few-shot papers. C has one very strong relevant paper but then drifts into unrelated tasks. B is largely off-topic, with almost no useful coverage of the query."
q_091,single_winner,massimo,high,"D and A are the strongest because they both retrieve the core protein-language-model papers for variant effect prediction, but D is slightly better ordered and a bit stronger on the support metrics, with the most directly relevant items concentrated near the top. C has very high early precision for one query facet but misses most of the pooled relevant set, and B is largely off-topic."
q_092,single_winner,nomic,high,"B is strongest overall: it places the most directly relevant multimodal misinformation/rumor detection papers near the top and has the best support metrics (nDCG@10, high relevance rate, and pooled recall). C is also highly relevant but includes more off-topic items and slightly weaker metrics. A contains some very relevant papers but they are ranked too low behind many unrelated time-series/anomaly papers. D is mostly off-topic and clearly weakest."
q_093,single_winner,massimo,high,"A has the strongest overall topical fit: it includes direct multimodal/LMM efficiency and PEFT-related papers, especially 'Imp' and 'Task-Aware Resolution Optimization for Visual Large Language Models,' plus broader coverage of parameter-efficient adaptation. D has some multimodal LLM content and one related tuning result, but much of it is time-series or deployment-oriented rather than PEFT for multimodal LLMs. B is mostly about general LLM fine-tuning, low-resource language adaptation, and compression, with only limited multimodal relevance. C is the least relevant, focusing largely on multilingual instruction tuning and low-resource language NLP rather than multimodal PEFT."
q_094,single_winner,nomic,high,"D is best overall for the query because it places multiple directly relevant RLHF / AI-feedback papers near the top, with strong ranking quality and good pooled recall. B is also strong and clearly query-relevant, but D is better ordered and slightly broader in the right subtopic. A has some relevant papers, but they are buried among many off-topic RL papers. C is largely off-topic, with mostly generic multi-agent / robotics / control papers rather than AI feedback alignment."
q_095,single_winner,nomic,medium,"A is the strongest overall: it has the best support metrics and the most directly relevant top results for tool-augmented LLMs applied to data analysis (especially QDA, scientific software/data exploration, and manufacturing analytics). D is next because it contains several clearly tool-/task-automation-oriented and data-analysis-adjacent papers, though ranked with weaker quality than A. B has some strong hits but is diluted by more off-target efficiency/legal/course-content papers and lower pooled recall. C is least relevant, dominated by multilingual/bias/code-adjacent papers rather than data-analysis tool augmentation."
q_096,single_winner,massimo,high,"C is clearly strongest for the query: it places an explicitly uncertainty-focused paper at rank 1 and another directly related confidence/uncertainty paper in the set, matching the topic well and aligning with its very high nDCG@10. A is next best, with several relevant uncertainty/LLM reasoning papers but more dilution from deployment/optimization and other tangential items. B has some relevant confidence/ambiguity papers, but they are lower-ranked and the list is less focused. D is largely off-target, with no meaningful uncertainty-estimation coverage and zero pooled recall."
q_097,single_winner,nomic,medium,"D and B are clearly the strongest, but D has the best pooled relevant recall and a slightly better match to the query’s emphasis on domain generalization in histopathology. Its top results include directly relevant generalization/robustness papers (e.g., HistoROI, CytoDiffusion, DrasCLR, FR-MIL), and it covers more of the judged relevant set than B. B is also strong and slightly better on nDCG/mean relevance, but D’s broader coverage and stronger topical alignment make it the winner. A and C are much less focused on histopathology domain generalization."
q_098,single_winner,nomic,high,"B is the strongest set for the query: it places the two most directly relevant papers first (G2GT and ReactionT5), and its metrics are best overall with perfect pooled recall@10 and very strong nDCG@10. C is also highly relevant but ranks the key reaction-prediction papers slightly lower and has weaker nDCG. A contains only one clearly on-topic reaction-prediction paper and many off-topic graph/time-series papers. D is largely off-topic for reaction prediction."
q_099,single_winner,massimo,high,"D is best aligned with the query because it includes multiple highly relevant papers on mathematical reasoning and consistency-based decoding/training, including Nemotron-Math, LLM cascades with answer consistency, and consistency training. C is very close but slightly weaker overall on relevance/ranking. A has a few relevant items, but they are buried among many off-topic results. B is largely off-topic and least useful for the query."
q_100,single_winner,nomic,high,"B is the strongest overall for the specific query because it places three highly relevant machine-unlearning-for-LLM papers in the top 4 and has the best support metrics, including the highest nDCG@10. A is also very strong and arguably has the single best first result, but its ordering is slightly less consistent than B's. D contains mostly adjacent LLM efficiency/fine-tuning papers with only one clearly relevant unlearning item near the bottom, while C is largely off-topic and has zero relevance in the support metrics."
