run_id,query_id,query_type,precision_at_10,ndcg_at_10,mean_relevance_at_10,mean_relevance_norm_at_10,high_relevance_rate_at_10,weak_or_irrelevant_rate_at_10,relevant_count_at_10,high_relevance_count_at_10,reciprocal_rank_at_10,high_relevance_reciprocal_rank_at_10,exploration_range_raw,exploration_range_norm,broad_summary_score,field_jaccard_mean_at_10,subfield_jaccard_mean_at_10,field_diversity_at_10,subfield_diversity_at_10,field_subfield_diversity_at_10,venue_pairwise_match_rate_at_10,venue_diversity_count_at_10,mean_citation_count_at_10,mean_reference_count_at_10,pooled_candidate_count,pooled_relevant_count,pooled_relevant_recall_at_10,pooled_high_relevance_recall_at_10,pooled_coverage_at_10,unique_paper_count_at_10,unique_relevant_count_at_10,overlap_jaccard_mean_at_10
audrey,q_001,broad,1.0000,0.8782,2.7000,0.9000,0.7000,0.0000,10,7,1.0000,0.5000,4,0.7500,0.9250,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,10,9.1000,45.0000,26,25,0.4000,0.4667,0.3846,10,10,0.0000
audrey,q_002,broad,0.3000,0.5951,1.0000,0.3333,0.0000,0.7000,3,0,0.1667,0.0000,3,0.5000,0.3600,0.6874,0.7556,0.3126,0.2444,0.2785,0.0667,8,34.5000,52.1000,27,11,0.2727,0.0000,0.3704,10,3,0.0000
audrey,q_003,broad,0.2000,0.8209,1.2000,0.4000,0.0000,0.8000,2,0,0.5000,0.0000,2,0.2500,0.2150,0.8370,0.9000,0.1630,0.1000,0.1315,0.0000,10,4.4000,17.8000,28,10,0.2000,0.0000,0.3571,10,2,0.0000
audrey,q_004,broad,0.2000,0.6069,0.9000,0.3000,0.1000,0.8000,2,1,0.5000,0.2500,2,0.2500,0.2150,0.8704,0.8667,0.1296,0.1333,0.1315,0.0278,8,1.9000,22.5000,28,5,0.4000,0.3333,0.3571,10,2,0.0000
audrey,q_005,broad,0.6000,0.9094,2.1000,0.7000,0.5000,0.4000,6,5,1.0000,1.0000,4,0.7500,0.6450,0.7222,0.7222,0.2778,0.2778,0.2778,0.0000,10,44.2000,40.3000,21,11,0.5455,0.5000,0.4762,5,2,0.2222
audrey,q_006,broad,0.0000,0.7221,0.6000,0.2000,0.0000,1.0000,0,0,0.0000,0.0000,1,0.0000,0.0000,0.6185,0.6889,0.3815,0.3111,0.3463,0.0000,10,5.8000,37.0000,26,16,0.0000,0.0000,0.3846,10,0,0.0000
audrey,q_007,broad,0.3000,0.6654,1.4000,0.4667,0.1000,0.7000,3,1,0.5000,0.1667,4,0.7500,0.4350,0.7259,0.6667,0.2741,0.3333,0.3037,0.0000,10,5.2000,26.4000,25,7,0.4286,0.3333,0.4000,8,2,0.0556
audrey,q_008,broad,0.3000,0.7163,1.0000,0.3333,0.0000,0.7000,3,0,0.5000,0.0000,3,0.5000,0.3600,0.6074,0.7111,0.3926,0.2889,0.3407,0.0556,7,3.4000,31.2000,26,8,0.3750,0.0000,0.3846,9,2,0.0263
audrey,q_009,broad,1.0000,0.9280,2.5000,0.8333,0.5000,0.0000,10,5,1.0000,1.0000,4,0.7500,0.9250,0.6800,0.7148,0.3200,0.2852,0.3026,0.0222,9,9.1000,25.4000,28,22,0.4545,0.4545,0.3571,9,9,0.0263
audrey,q_010,broad,0.5000,0.7758,1.5000,0.5000,0.0000,0.5000,5,0,0.2500,0.0000,4,0.7500,0.5750,0.7667,0.8222,0.2333,0.1778,0.2056,0.0000,10,5.4000,15.0000,24,13,0.3846,0.0000,0.4167,5,2,0.1438
audrey,q_011,broad,0.1000,0.8058,0.9000,0.3000,0.0000,0.9000,1,0,0.3333,0.0000,2,0.2500,0.1450,0.5285,0.4463,0.4715,0.5537,0.5126,0.0222,9,14.2000,46.6000,28,3,0.3333,0.0000,0.3571,9,1,0.0263
audrey,q_012,broad,0.4000,0.7339,1.5000,0.5000,0.1000,0.6000,4,1,1.0000,0.1429,3,0.5000,0.4300,0.6315,0.7130,0.3685,0.2870,0.3278,0.0357,7,3.7000,32.1000,30,15,0.2667,0.2000,0.3333,10,4,0.0000
audrey,q_013,broad,0.4000,0.5122,1.0000,0.3333,0.1000,0.6000,4,1,0.3333,0.1000,3,0.5000,0.4300,0.6059,0.5000,0.3941,0.5000,0.4470,0.1667,6,3.6000,42.5000,27,15,0.2667,0.1667,0.3704,7,1,0.0882
audrey,q_014,broad,0.9000,0.9196,2.5000,0.8333,0.6000,0.1000,9,6,1.0000,1.0000,4,0.7500,0.8550,0.6889,0.6889,0.3111,0.3111,0.3111,0.0000,10,0.5000,26.1000,24,21,0.4286,0.3750,0.4167,5,4,0.1930
audrey,q_015,broad,0.8000,0.9661,2.4000,0.8000,0.6000,0.2000,8,6,1.0000,1.0000,3,0.5000,0.7100,0.9000,1.0000,0.1000,0.0000,0.0500,0.0000,10,8.3000,44.0000,21,18,0.4444,0.4000,0.4762,5,3,0.2132
audrey,q_016,broad,0.2000,0.6170,0.7000,0.2333,0.0000,0.8000,2,0,0.1111,0.0000,3,0.5000,0.2900,0.4044,0.3159,0.5956,0.6841,0.6398,0.0278,8,4.8000,39.3000,27,10,0.2000,0.0000,0.3704,9,1,0.0526
audrey,q_017,broad,0.4000,0.6270,1.7000,0.5667,0.3000,0.6000,4,3,0.3333,0.2000,3,0.5000,0.4300,0.5019,0.5019,0.4981,0.4981,0.4981,0.0000,9,10.5000,27.3000,24,15,0.2667,0.2727,0.4167,9,3,0.0526
audrey,q_018,broad,0.5000,0.8621,1.7000,0.5667,0.2000,0.5000,5,2,1.0000,0.5000,2,0.2500,0.4250,0.7037,0.5963,0.2963,0.4037,0.3500,0.0444,8,12.1000,58.2000,30,15,0.3333,0.2857,0.3333,10,5,0.0000
audrey,q_019,broad,0.9000,0.9644,2.4000,0.8000,0.5000,0.1000,9,5,1.0000,1.0000,3,0.5000,0.7800,0.9333,1.0000,0.0667,0.0000,0.0333,0.0222,9,1.3000,15.4000,29,27,0.3333,0.3846,0.3448,9,8,0.0263
audrey,q_020,broad,0.1000,0.4427,0.3000,0.1000,0.0000,0.9000,1,0,0.2500,0.0000,1,0.0000,0.0700,0.8222,0.6407,0.1778,0.3593,0.2685,0.0000,10,3.2000,26.9000,28,7,0.1429,0.0000,0.3571,9,1,0.0263
audrey,q_021,broad,0.1000,0.6094,0.5000,0.1667,0.0000,0.9000,1,0,0.3333,0.0000,2,0.2500,0.1450,0.4741,0.4500,0.5259,0.5500,0.5380,0.0000,9,13.8000,32.9000,29,11,0.0909,0.0000,0.3448,9,1,0.0263
audrey,q_022,broad,0.8000,0.9049,2.3000,0.7667,0.6000,0.2000,8,6,1.0000,1.0000,4,0.7500,0.7850,0.6830,0.7000,0.3170,0.3000,0.3085,0.0278,8,34.1000,45.0000,27,21,0.3810,0.4000,0.3704,9,7,0.0263
audrey,q_023,broad,0.2000,0.6679,1.1000,0.3667,0.1000,0.8000,2,1,1.0000,0.1000,4,0.7500,0.3650,0.5019,0.4374,0.4981,0.5626,0.5304,0.0000,10,9.2000,50.1000,26,10,0.2000,0.1667,0.3846,10,2,0.0000
audrey,q_024,broad,0.4000,0.9041,1.5000,0.5000,0.2000,0.6000,4,2,1.0000,1.0000,3,0.5000,0.4300,0.7056,0.7056,0.2944,0.2944,0.2944,0.0000,10,6.2000,17.8000,25,18,0.2222,0.1538,0.4000,8,2,0.0556
audrey,q_025,broad,0.3000,0.8521,0.9000,0.3000,0.0000,0.7000,3,0,1.0000,0.0000,2,0.2500,0.2850,0.7370,0.7370,0.2630,0.2630,0.2630,0.0000,10,5.6000,40.4000,27,13,0.2308,0.0000,0.3704,9,2,0.0263
audrey,q_026,broad,0.0000,0.7271,0.4000,0.1333,0.0000,1.0000,0,0,0.0000,0.0000,1,0.0000,0.0000,0.7478,0.8213,0.2522,0.1787,0.2155,0.0000,9,4.1000,15.7000,29,10,0.0000,0.0000,0.3448,10,0,0.0000
audrey,q_027,broad,0.0000,0.9278,0.5000,0.1667,0.0000,1.0000,0,0,0.0000,0.0000,2,0.2500,0.0750,0.4704,0.4611,0.5296,0.5389,0.5343,0.0278,8,13.5000,57.4000,28,4,0.0000,0.0000,0.3571,10,0,0.0000
audrey,q_028,broad,0.2000,0.8204,1.1000,0.3667,0.0000,0.8000,2,0,0.5000,0.0000,2,0.2500,0.2150,0.7889,0.6500,0.2111,0.3500,0.2806,0.0000,10,5.2000,16.4000,28,6,0.3333,0.0000,0.3571,9,1,0.0263
audrey,q_029,broad,0.2000,0.9223,1.0000,0.3333,0.1000,0.8000,2,1,1.0000,1.0000,3,0.5000,0.2900,0.6444,0.5019,0.3556,0.4981,0.4269,0.0000,10,8.0000,30.3000,24,8,0.2500,0.3333,0.4167,7,0,0.1438
audrey,q_030,broad,0.6000,0.9297,2.0000,0.6667,0.4000,0.4000,6,4,1.0000,1.0000,4,0.7500,0.6450,0.7222,0.7222,0.2778,0.2778,0.2778,0.0222,9,41.2000,28.1000,18,10,0.6000,0.5714,0.5556,2,0,0.4216
audrey,q_031,broad,0.3000,0.8034,1.3000,0.4333,0.1000,0.7000,3,1,1.0000,0.2500,3,0.5000,0.3600,0.7259,0.7333,0.2741,0.2667,0.2704,0.0000,10,9.0000,34.2000,25,11,0.2727,0.2500,0.4000,7,1,0.1146
audrey,q_032,broad,0.2000,0.4589,0.7000,0.2333,0.0000,0.8000,2,0,0.1111,0.0000,2,0.2500,0.2150,0.7222,0.6111,0.2778,0.3889,0.3333,0.0000,10,104.5000,87.5000,26,6,0.3333,0.0000,0.3846,8,1,0.0526
audrey,q_033,broad,0.8000,0.9612,2.5000,0.8333,0.7000,0.2000,8,7,1.0000,1.0000,4,0.7500,0.7850,0.9000,1.0000,0.1000,0.0000,0.0500,0.0000,10,8.3000,44.0000,21,18,0.4444,0.4375,0.4762,5,3,0.2132
audrey,q_034,broad,0.0000,0.7294,0.6000,0.2000,0.0000,1.0000,0,0,0.0000,0.0000,2,0.2500,0.0750,0.7037,0.5204,0.2963,0.4796,0.3880,0.0444,8,10.7000,18.8000,29,2,0.0000,0.0000,0.3448,10,0,0.0000
audrey,q_035,broad,0.0000,0.9829,0.4000,0.1333,0.0000,1.0000,0,0,0.0000,0.0000,2,0.2500,0.0750,0.5030,0.6315,0.4970,0.3685,0.4328,0.0278,8,12.2000,59.9000,30,4,0.0000,0.0000,0.3333,10,0,0.0000
audrey,q_036,broad,0.1000,0.4807,0.6000,0.2000,0.0000,0.9000,1,0,0.1667,0.0000,2,0.2500,0.1450,0.5793,0.4285,0.4207,0.5715,0.4961,0.0278,8,18.7000,72.3000,25,6,0.1667,0.0000,0.4000,9,1,0.0263
audrey,q_037,broad,0.0000,0.6634,0.6000,0.2000,0.0000,1.0000,0,0,0.0000,0.0000,2,0.2500,0.0750,0.4891,0.3167,0.5109,0.6833,0.5971,0.0833,7,5.1000,35.4000,29,4,0.0000,0.0000,0.3448,10,0,0.0000
audrey,q_038,broad,0.7000,0.7370,2.2000,0.7333,0.5000,0.3000,7,5,0.5000,0.3333,4,0.7500,0.7150,0.9333,0.9333,0.0667,0.0667,0.0667,0.0000,9,5.8000,52.2000,26,13,0.5385,0.5556,0.3846,10,7,0.0000
audrey,q_039,broad,0.0000,0.4144,0.2000,0.0667,0.0000,1.0000,0,0,0.0000,0.0000,1,0.0000,0.0000,0.7622,0.5726,0.2378,0.4274,0.3326,0.0000,10,37.5000,62.5000,28,6,0.0000,0.0000,0.3571,10,0,0.0000
audrey,q_040,broad,0.2000,0.5808,1.0000,0.3333,0.2000,0.8000,2,2,0.2000,0.2000,2,0.2500,0.2150,0.3959,0.3789,0.6041,0.6211,0.6126,0.0000,9,32.9000,31.2000,27,15,0.1333,0.2000,0.3704,9,1,0.0263
audrey,q_041,broad,0.5000,0.6062,1.4000,0.4667,0.1000,0.5000,5,1,0.3333,0.2500,4,0.7500,0.5750,0.7481,0.6889,0.2519,0.3111,0.2815,0.0000,10,4.4000,28.7000,28,9,0.5556,1.0000,0.3571,9,4,0.0263
audrey,q_042,broad,0.4000,0.8923,1.6000,0.5333,0.4000,0.6000,4,4,1.0000,1.0000,3,0.5000,0.4300,0.8074,0.8074,0.1926,0.1926,0.1926,0.0222,9,5.1000,43.6000,20,11,0.3636,0.4000,0.5000,6,0,0.1765
audrey,q_043,broad,0.4000,0.9609,1.8000,0.6000,0.4000,0.6000,4,4,1.0000,1.0000,2,0.2500,0.3550,0.5674,0.5278,0.4326,0.4722,0.4524,0.0222,9,9.3000,44.8000,23,7,0.5714,0.5714,0.4348,6,0,0.1513
audrey,q_044,broad,0.2000,0.5791,0.9000,0.3000,0.0000,0.8000,2,0,0.2500,0.0000,3,0.5000,0.2900,0.5889,0.6630,0.4111,0.3370,0.3741,0.1111,6,5.6000,30.7000,28,5,0.4000,,0.3571,8,1,0.0556
audrey,q_045,broad,0.3000,0.6754,1.0000,0.3333,0.0000,0.7000,3,0,0.3333,0.0000,4,0.7500,0.4350,0.5570,0.5952,0.4430,0.4048,0.4239,0.0000,9,9.6000,31.1000,25,8,0.3750,,0.4000,8,1,0.0819
audrey,q_046,broad,1.0000,0.8353,2.2000,0.7333,0.2000,0.0000,10,2,1.0000,0.3333,4,0.7500,0.9250,0.9333,0.9333,0.0667,0.0667,0.0667,0.0000,10,4.6000,30.9000,27,23,0.4348,0.2000,0.3704,9,9,0.0526
audrey,q_047,broad,0.2000,0.9136,0.7000,0.2333,0.0000,0.8000,2,0,1.0000,0.0000,2,0.2500,0.2150,0.8074,0.8074,0.1926,0.1926,0.1926,0.0000,10,1.7000,21.0000,23,8,0.2500,0.0000,0.4348,10,2,0.0000
audrey,q_048,broad,0.3000,0.9843,1.3000,0.4333,0.0000,0.7000,3,0,1.0000,0.0000,3,0.5000,0.3600,0.9333,0.9333,0.0667,0.0667,0.0667,0.0000,10,5.9000,32.5000,28,14,0.2143,0.0000,0.3571,9,2,0.0263
audrey,q_049,broad,0.8000,0.9726,1.9000,0.6333,0.1000,0.2000,8,1,1.0000,1.0000,4,0.7500,0.7850,0.5667,0.5174,0.4333,0.4826,0.4580,0.0833,7,8.8000,40.9000,29,14,0.5714,1.0000,0.3448,10,8,0.0000
audrey,q_050,broad,0.1000,0.6455,0.8000,0.2667,0.0000,0.9000,1,0,0.1667,0.0000,2,0.2500,0.1450,0.4574,0.4852,0.5426,0.5148,0.5287,0.0000,9,4.3000,10.5000,28,5,0.2000,0.0000,0.3571,10,1,0.0000
audrey,q_051,specific,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.6944,0.5296,0.3056,0.4704,0.3880,0.0000,10,2.6000,18.4000,30,1,0.0000,,0.3333,10,0,0.0000
audrey,q_052,specific,0.0000,0.5000,0.1000,0.0333,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.5978,0.5963,0.4022,0.4037,0.4030,0.0000,10,14.1000,36.9000,28,1,0.0000,,0.3571,8,0,0.0556
audrey,q_053,specific,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.4700,0.3833,0.5300,0.6167,0.5733,0.0000,9,9.3000,36.3000,30,1,0.0000,,0.3333,10,0,0.0000
audrey,q_054,specific,0.1000,0.5849,0.5000,0.1667,0.0000,0.9000,1,0,0.1000,0.0000,,,,0.7778,0.5185,0.2222,0.4815,0.3519,0.0667,8,12.4000,34.8000,27,4,0.2500,,0.3704,10,1,0.0000
audrey,q_055,specific,0.0000,0.8900,0.6000,0.2000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.6630,0.6630,0.3370,0.3370,0.3370,0.0000,10,13.0000,48.2000,23,6,0.0000,0.0000,0.4348,9,0,0.0526
audrey,q_056,specific,0.0000,0.8851,0.5000,0.1667,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.4667,0.2719,0.5333,0.7281,0.6307,0.0222,9,7.4000,32.8000,27,2,0.0000,0.0000,0.3704,10,0,0.0000
audrey,q_057,specific,0.1000,0.7797,1.1000,0.3667,0.1000,0.9000,1,1,0.5000,0.5000,,,,0.7222,0.7222,0.2778,0.2778,0.2778,0.0000,10,34.6000,32.3000,21,2,0.5000,1.0000,0.4762,5,1,0.2132
audrey,q_058,specific,0.0000,0.3890,0.2000,0.0667,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.6833,0.6000,0.3167,0.4000,0.3583,0.0222,9,6.1000,47.0000,25,1,0.0000,0.0000,0.4000,9,0,0.0526
audrey,q_059,specific,0.0000,0.6152,0.4000,0.1333,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.7444,0.7593,0.2556,0.2407,0.2481,0.0000,10,36.4000,47.2000,28,0,,,0.3571,9,0,0.0526
audrey,q_060,specific,0.1000,0.4476,0.3000,0.1000,0.0000,0.9000,1,0,0.2500,0.0000,,,,0.4485,0.5037,0.5515,0.4963,0.5239,0.0667,8,6.8000,51.1000,25,1,1.0000,,0.4000,9,0,0.0263
audrey,q_061,specific,0.3000,0.8203,0.9000,0.3000,0.0000,0.7000,3,0,1.0000,0.0000,,,,0.7667,0.9000,0.2333,0.1000,0.1667,0.0000,10,3.1000,26.4000,21,5,0.6000,0.0000,0.4762,7,1,0.1765
audrey,q_062,specific,0.0000,0.5317,0.3000,0.1000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.7852,0.8222,0.2148,0.1778,0.1963,0.0000,8,13.3000,25.7000,26,1,0.0000,0.0000,0.3846,7,0,0.0882
audrey,q_063,specific,0.0000,0.2891,0.1000,0.0333,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.7407,0.7111,0.2593,0.2889,0.2741,0.0444,8,9.7000,23.6000,27,0,,,0.3704,10,0,0.0000
audrey,q_064,specific,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.7037,0.7037,0.2963,0.2963,0.2963,0.0222,9,5.1000,35.3000,28,2,0.0000,0.0000,0.3571,10,0,0.0000
audrey,q_065,specific,0.1000,0.9552,0.4000,0.1333,0.1000,0.9000,1,1,1.0000,1.0000,,,,0.7037,0.7037,0.2963,0.2963,0.2963,0.0000,9,7.7000,31.3000,25,1,1.0000,1.0000,0.4000,9,0,0.0526
audrey,q_066,specific,0.0000,0.9197,0.2000,0.0667,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.6648,0.6222,0.3352,0.3778,0.3565,0.0000,10,7.6000,36.7000,26,1,0.0000,0.0000,0.3846,8,0,0.0556
audrey,q_067,specific,0.0000,0.5391,0.3000,0.1000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.9000,0.9000,0.1000,0.1000,0.1000,0.0000,10,22.4000,29.8000,26,2,0.0000,,0.3846,9,0,0.0263
audrey,q_068,specific,0.0000,0.5912,0.2000,0.0667,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.5500,0.3000,0.4500,0.7000,0.5750,0.1333,7,1.7000,38.2000,27,2,0.0000,0.0000,0.3704,10,0,0.0000
audrey,q_069,specific,0.1000,0.6095,1.1000,0.3667,0.1000,0.9000,1,1,0.1667,0.1667,,,,0.7667,0.6259,0.2333,0.3741,0.3037,0.0000,10,2.1000,24.1000,28,5,0.2000,0.2500,0.3571,9,0,0.0526
audrey,q_070,specific,0.1000,0.3820,0.3000,0.1000,0.0000,0.9000,1,0,0.1429,0.0000,,,,0.7370,0.7370,0.2630,0.2630,0.2630,0.0222,9,7.2000,33.3000,29,2,0.5000,,0.3448,10,1,0.0000
audrey,q_071,specific,0.0000,0.9571,0.6000,0.2000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.7330,0.6741,0.2670,0.3259,0.2965,0.0222,9,10.7000,34.5000,25,4,0.0000,0.0000,0.4000,9,0,0.0526
audrey,q_072,specific,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.5185,0.5056,0.4815,0.4944,0.4880,0.0000,10,5.4000,34.0000,26,1,0.0000,,0.3846,10,0,0.0000
audrey,q_073,specific,0.0000,0.2891,0.1000,0.0333,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.6407,0.6593,0.3593,0.3407,0.3500,0.0222,9,4.8000,32.0000,28,2,0.0000,0.0000,0.3571,10,0,0.0000
audrey,q_074,specific,0.0000,0.5706,0.2000,0.0667,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.6904,0.5933,0.3096,0.4067,0.3581,0.0222,9,2.9000,34.3000,25,0,,,0.4000,9,0,0.0526
audrey,q_075,specific,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.6778,0.6778,0.3222,0.3222,0.3222,0.0278,8,4.6000,31.1000,27,0,,,0.3704,9,0,0.0263
audrey,q_076,specific,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.4452,0.2370,0.5548,0.7630,0.6589,0.0000,10,1.0000,24.1000,28,4,0.0000,,0.3571,10,0,0.0000
audrey,q_077,specific,0.0000,0.5000,0.1000,0.0333,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.6121,0.4244,0.3879,0.5756,0.4817,0.0222,9,12.1000,48.8000,27,4,0.0000,0.0000,0.3704,10,0,0.0000
audrey,q_078,specific,0.0000,0.4844,0.3000,0.1000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.7562,0.7885,0.2438,0.2115,0.2276,0.0222,9,35.5000,68.5000,30,1,0.0000,,0.3333,10,0,0.0000
audrey,q_079,specific,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.5122,0.4463,0.4878,0.5537,0.5207,0.0222,9,25.6000,27.3000,28,2,0.0000,0.0000,0.3571,10,0,0.0000
audrey,q_080,specific,0.3000,0.8107,1.3000,0.4333,0.3000,0.7000,3,3,1.0000,1.0000,,,,0.9000,0.8889,0.1000,0.1111,0.1056,0.0000,9,102.6000,89.8000,22,4,0.7500,1.0000,0.4545,5,0,0.1806
audrey,q_081,specific,0.0000,0.9667,0.9000,0.3000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.7356,0.7011,0.2644,0.2989,0.2817,0.0000,10,8.1000,35.3000,27,0,,,0.3704,7,0,0.0882
audrey,q_082,specific,0.0000,0.6053,0.2000,0.0667,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.5852,0.5852,0.4148,0.4148,0.4148,0.0222,9,5.3000,35.3000,27,1,0.0000,0.0000,0.3704,10,0,0.0000
audrey,q_083,specific,0.0000,0.5848,0.3000,0.1000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.4833,0.6593,0.5167,0.3407,0.4287,0.0833,7,6.6000,39.1000,29,0,,,0.3448,10,0,0.0000
audrey,q_084,specific,0.0000,0.5495,0.4000,0.1333,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.7889,0.6481,0.2111,0.3519,0.2815,0.0000,9,7.0000,28.5000,27,1,0.0000,0.0000,0.3704,9,0,0.0263
audrey,q_085,specific,0.0000,0.3869,0.1000,0.0333,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.8222,0.8222,0.1778,0.1778,0.1778,0.0222,9,12.2000,38.1000,28,0,,,0.3571,9,0,0.0526
audrey,q_086,specific,0.0000,0.3869,0.1000,0.0333,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.7741,0.5889,0.2259,0.4111,0.3185,0.0222,9,6.1000,33.6000,29,1,0.0000,0.0000,0.3448,10,0,0.0000
audrey,q_087,specific,0.0000,0.5932,0.3000,0.1000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.7241,0.6852,0.2759,0.3148,0.2954,0.0667,8,9.5000,52.7000,26,3,0.0000,0.0000,0.3846,9,0,0.0263
audrey,q_088,specific,0.6000,0.9079,1.7000,0.5667,0.2000,0.4000,6,2,1.0000,1.0000,,,,0.8056,0.7556,0.1944,0.2444,0.2194,0.0000,10,11.4000,45.4000,23,11,0.5455,0.4000,0.4348,5,1,0.1930
audrey,q_089,specific,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.6496,0.5915,0.3504,0.4085,0.3794,0.0000,9,34.5000,36.2000,26,1,0.0000,0.0000,0.3846,9,0,0.0263
audrey,q_090,specific,0.0000,0.3155,0.1000,0.0333,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.5378,0.4907,0.4622,0.5093,0.4857,0.0222,9,4.4000,40.2000,28,3,0.0000,0.0000,0.3571,10,0,0.0000
audrey,q_091,specific,0.1000,0.9659,0.6000,0.2000,0.0000,0.9000,1,0,1.0000,0.0000,,,,0.6222,0.5889,0.3778,0.4111,0.3944,0.0833,7,15.6000,56.7000,24,5,0.2000,0.0000,0.4167,7,0,0.1438
audrey,q_092,specific,0.1000,0.3869,0.2000,0.0667,0.0000,0.9000,1,0,0.2000,0.0000,,,,0.7222,0.6222,0.2778,0.3778,0.3278,0.0000,10,5.2000,27.6000,26,5,0.2000,0.0000,0.3846,8,0,0.0556
audrey,q_093,specific,0.0000,0.5013,0.2000,0.0667,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.7333,0.6852,0.2667,0.3148,0.2907,0.0000,10,8.5000,37.9000,25,1,0.0000,0.0000,0.4000,7,0,0.0882
audrey,q_094,specific,0.0000,0.3707,0.2000,0.0667,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.6185,0.6185,0.3815,0.3815,0.3815,0.0000,9,3.7000,44.1000,27,4,0.0000,0.0000,0.3704,9,0,0.0526
audrey,q_095,specific,0.0000,0.7586,0.3000,0.1000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.7222,0.6111,0.2778,0.3889,0.3333,0.0000,10,8.0000,50.4000,29,2,0.0000,0.0000,0.3448,10,0,0.0000
audrey,q_096,specific,0.0000,0.3155,0.1000,0.0333,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.6648,0.6222,0.3352,0.3778,0.3565,0.0667,8,14.1000,55.1000,27,2,0.0000,0.0000,0.3704,10,0,0.0000
audrey,q_097,specific,0.0000,0.8175,0.2000,0.0667,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.7344,0.7056,0.2656,0.2944,0.2800,0.0000,10,9.0000,33.8000,26,2,0.0000,,0.3846,8,0,0.0556
audrey,q_098,specific,0.1000,0.3869,0.3000,0.1000,0.1000,0.9000,1,1,0.2000,0.2000,,,,0.3811,0.2785,0.6189,0.7215,0.6702,0.0889,7,5.6000,44.9000,28,2,0.5000,1.0000,0.3571,9,0,0.0263
audrey,q_099,specific,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.6278,0.4519,0.3722,0.5481,0.4602,0.0222,9,11.5000,35.9000,29,1,0.0000,,0.3448,10,0,0.0000
audrey,q_100,specific,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,0.0000,0.0000,,,,0.7667,0.6667,0.2333,0.3333,0.2833,0.0222,9,2.1000,46.9000,26,4,0.0000,0.0000,0.3846,10,0,0.0000
massimo,q_001,broad,0.9000,0.8604,2.3000,0.7667,0.4000,0.1000,9,4,1.0000,0.5000,4,0.7500,0.8550,0.8704,0.9333,0.1296,0.0667,0.0981,0.0000,10,8.4000,22.8000,26,25,0.3600,0.2667,0.3846,6,5,0.1250
massimo,q_002,broad,0.7000,0.9127,2.2000,0.7333,0.6000,0.3000,7,6,1.0000,1.0000,3,0.5000,0.6400,0.5119,0.5315,0.4881,0.4685,0.4783,0.1333,7,22.3000,49.5000,27,11,0.6364,1.0000,0.3704,7,6,0.0882
massimo,q_003,broad,0.7000,0.9576,2.0000,0.6667,0.3000,0.3000,7,3,1.0000,1.0000,4,0.7500,0.7150,0.8370,0.8370,0.1630,0.1630,0.1630,0.0000,10,0.5000,19.5000,28,10,0.7000,0.7500,0.3571,8,5,0.0556
