query_id,outcome,winner_run_ids,confidence,short_rationale
q_074,single_winner,massimo,high,"A best matches the specific query: it places a directly relevant DDI prediction paper using graph convolutional/embedding methods at rank 1, with another relevant drug-interaction paper also near the top. B also contains the key DDIPred paper but only at rank 2 and starts with an unrelated DTI method, while C buries DDIPred at rank 4 and has several clearly off-topic top results. The support metrics align with this ordering, especially A and B’s stronger nDCG and A’s better mean relevance."
q_075,single_winner,massimo,high,"A is strongest for the query because it includes multiple legal NLP papers, including one on LEGAL-BERT-based hierarchical classification and another on legal judgment prediction with compressed inputs; overall relevance is better than B’s mostly off-target set. B has one clearly PEFT-oriented paper (TrafficLLM) but it is about encrypted traffic, plus several unrelated items, so it is less aligned with legal text classification. C is largely unrelated to the query and contains no strong match for parameter-efficient fine-tuning in the legal domain."
q_076,single_winner,massimo,high,"C is strongest for the query: it includes multiple directly relevant radiology report generation papers, including LLM-driven medical report generation and automated radiology report generation, and it achieves the best support metrics with perfect pooled relevant recall@10. A has one highly relevant federated medical report generation result, but the rest is mostly tangential and its recall is much lower. B is largely off-topic and has zero relevance metrics, so it is clearly weakest."
q_077,single_winner,andrew,medium,"A is largely off-topic. B is strong and has the best nDCG@10, but C’s top-10 is more consistently aligned with biomedical question answering and RAG, with higher graded relevance, higher high-relevance rate, and substantially better pooled relevant recall. B has some very good hits, but C better covers the judged relevant set overall."
q_078,single_winner,massimo,high,"A is clearly best for this query: it includes multiple directly relevant scRNA-seq / graph-neural-network papers, with the top results aligning well to the topic and strong pooled recall. C has some broadly related single-cell / computational biology papers but little to no GNN focus. B is largely off-topic, dominated by unrelated graph, medical reasoning, and systems papers, and has essentially no query-matching content."
q_079,single_winner,massimo,high,"B is the only system that consistently returns highly relevant papers for diffusion transformers in text-to-image generation, including Kandinsky, DiT-related training/design work, and a text-to-image diffusion model. It also has the best pooled-relevant recall and much stronger absolute relevance than A. A contains some partially related diffusion papers but is dominated by off-topic text/video/TTS results and misses the judged relevant set. C is largely unrelated to the query."
q_080,single_winner,massimo,high,"A is strongest overall: it has the best nDCG@10, mean relevance, pooled-relevant recall, and the top result is directly on LLMs for automated program repair. B is also relevant but is less well ranked and misses more pooled relevant items, with more off-topic results mixed in. C is weakest: only a few results are on code repair, and the set is dominated by unrelated LLM applications, leading to much lower relevance and recall."
q_081,single_winner,massimo,high,"A is strongest because all top results are directly about diabetic retinopathy detection/classification, even though they mostly omit federated learning. B is largely about federated learning in other medical/non-medical tasks and is only weakly aligned to diabetic retinopathy. C is also mostly off-target for diabetic retinopathy, but its results are somewhat more medically imaging-oriented and FL-related than B, so it edges B. Metrics broadly support A’s dominance (highest nDCG@10 and relevance), with B/C trailing."
q_082,single_winner,massimo,high,"A is the strongest match for vision-language models for chart understanding: it includes several directly relevant VLM/diagram/chart-adjacent papers (visualization guidelines in diagrams, ChartQA-related contamination analysis, structure extraction from images, and map-query evaluation). C is also fairly relevant and has some good VLM/diagram items, but is diluted by more off-topic results. B is the weakest, with most results focused on remote sensing, captioning, or unrelated spatial tasks rather than chart understanding."
q_083,single_winner,massimo,high,"B is clearly best: it contains several strongly relevant papers on causal representation learning, causal discovery, and reinforcement-learning-adjacent methods, with a very strong top rank and the best support metrics (especially nDCG@10). A has only one clearly relevant RL paper and otherwise mostly unrelated simulation/fairness/multi-agent control results, so it is much weaker than B but still better than C. C is mostly off-topic healthcare/mental-health applications with little direct connection to causal representation learning or RL, despite one or two loosely related RL/causal items."
q_084,single_winner,massimo,high,"A is clearly best for the query: it places a highly relevant self-supervised ECG classification paper at rank 1 and keeps the rest mostly on-topic ECG classification, with excellent support metrics and full pooled recall. C has one strong relevant result but it is rank 3 and the list is diluted by more off-target items. B is the weakest, with essentially no self-supervised ECG classification coverage and poor relevance metrics."
q_085,single_winner,massimo,high,"A is best aligned with the query: it includes multiple directly relevant vision/language navigation papers and several agent-oriented papers, giving both topical match and breadth. C has some agentic/web-scraping material, but most results drift to unrelated domains. B is largely off-topic, focusing on multilingual modeling and sign language rather than web navigation or language agents."
q_086,single_winner,massimo,high,"B is clearly strongest for the query: it returns several highly relevant papers on test-time adaptation for medical image segmentation, including a directly on-topic result (SmaRT) and additional related adaptation/segmentation papers. A contains mostly off-topic medical AI papers with only weakly related segmentation content, while C is almost entirely unrelated to test-time adaptation or medical image segmentation. The support metrics also align, with B far ahead on nDCG, graded relevance, and pooled recall."
q_087,single_winner,massimo,high,"B is clearly strongest for the query: it has the best ranking metrics overall and its top results are tightly aligned with retrieval-augmented generation, long-context processing, conversational retrieval, and QA. A is also relevant, especially with MedRGB and SUGAR-L, but is more medical/RAG-general and less focused. C is largely off-topic, dominated by linguistics/bias/annotation papers, with no meaningful coverage of retrieval-based long-context QA."
q_088,single_winner,massimo,high,"B is strongest overall: it has the best nDCG@10, mean relevance, high-relevance rate, and pooled relevant recall, and its top results are tightly on-topic for graph neural networks in traffic forecasting with dynamic graphs. A is also highly relevant, but it is slightly less complete and ranked less effectively than B. C is substantially weaker, with many off-topic or only loosely related results and much lower recall and relevance."
q_089,single_winner,massimo,medium,"B is clearly off-topic, dominated by protein/biomedical language-model papers rather than topic modeling. A and C are both relevant, but A is slightly better aligned with the query because it places an actual neural topic modeling paper first and includes several papers specifically about topic modeling applied to scientific literature and related workflows. C has strong topic-modeling results and better metrics, but its list is somewhat broader and less consistently centered on neural topic modeling for scientific literature analysis."
q_090,single_winner,massimo,high,"B is clearly strongest for the query: it includes multiple directly relevant NER papers, especially on large language models, few-shot prompting, and low-resource NER, and it has the best support metrics by far (highest nDCG@10 and full pooled relevant recall). C is moderately relevant with one strong few-shot IE/NER-adjacent paper and one weakly supervised NER paper, but it is less focused than B and has lower coverage. A is largely off-topic, with almost no true NER/few-shot LLM relevance and zero pooled relevant recall."
q_091,single_winner,massimo,high,"A is clearly strongest for the query: it covers the intended topic directly with multiple highly relevant papers on protein language models for variant effect/mutation prediction, and its support metrics are best across relevance and recall. C has some strong early relevance but quickly drifts into off-topic biology/biomedicine papers, while B is the least aligned overall and includes several clearly unrelated results, despite one or two relevant PLM papers."
q_092,single_winner,massimo,high,"B is strongest overall: it has multiple highly relevant multimodal misinformation/fake news papers, including a top-ranked direct hit and another strong LVLM-based misinformation paper, and its metrics are best by a wide margin (nDCG@10, relevance, recall). C is second because it includes several relevant misinformation papers, but the list is diluted by many unrelated time-series and anomaly-detection results. A is weakest: only one clearly relevant rumor/misinformation result appears, while most returned papers are off-topic."
q_093,single_winner,andrew,medium,"C is the best overall fit for a query about parameter-efficient fine-tuning for multimodal LLMs because it includes a directly relevant PEFT-for-VLM paper and additional multimodal LLM results, giving it better topical breadth than A. A is also fairly strong due to one exact multimodal PEFT hit plus another LMM paper, but it is a bit less aligned overall. B is weakest: it is dominated by multilingual/non-multimodal fine-tuning and only incidentally touches the target topic."
q_094,single_winner,massimo,high,"B is the strongest match for ""reinforcement learning from AI feedback"": it returns multiple directly relevant RLHF/LLM-feedback papers, including one specifically on reinforcement learning with large language model feedback and another on corruption-robust offline RLHF, and it has the best ranking/quality metrics overall. A includes one clearly relevant RLHF paper and one targeted human feedback paper, but its list is diluted by many broadly related or off-topic RL papers. C is largely off-topic, with no judged relevant recall and very weak relevance metrics."
q_095,single_winner,massimo,high,"B is the best match for the query because it includes the most directly relevant papers on tool/agentic LLMs and data analysis, especially the QDA paper and Toucan/TaskBench for tool use. A has some strong relevant items and achieves full pooled recall, but its list is noisier and less focused. C is largely off-topic for tool-augmented data analysis."
q_096,single_winner,massimo,high,"B is strongest overall for the query: it has the best ranking quality by far and includes a clearly on-topic paper on semantic uncertainty and confidence-guided retrieval in LLMs. A has some relevant items, especially calibrated confidence expression, but most results are broader or adjacent. C is largely off-topic, with almost no direct coverage of uncertainty estimation in LLMs."
q_097,single_winner,massimo,high,"C is the strongest overall: it includes a directly relevant domain generalization histopathology paper at rank 9 plus several closely related histopathology classification/WSI papers, and it has the best nDCG@10 and mean relevance. A is moderately relevant with multiple histopathology classification/MIL papers, but it lacks a true domain generalization focus. B is weakest because, despite one exact DG paper on histopathology, most of its top results are off-topic or only loosely related, and its pooled relevant recall is 0."
q_098,single_winner,massimo,high,"A is clearly best: it places two highly relevant reaction-prediction transformer papers at ranks 1–2 and achieves the strongest metrics across the board, including perfect pooled recall@10 and the highest nDCG/graded relevance. C is second because it at least retrieves a directly relevant retrosynthesis transformer paper, but it is buried lower and most of the list is off-topic. B is weakest: it mostly returns unrelated time-series/mental-health papers and misses the judged relevant reaction-prediction set in the top ranks, with the worst metric profile."
q_099,single_winner,andrew,high,"C best matches the query with directly relevant work on answer-consistency-based LLM cascades for reasoning, plus additional papers on self-evaluation/tree search and mathematical reasoning traces. B is also strong for mathematical reasoning, but its top results are less directly about self-consistency decoding; it has good breadth and the best pooled recall, yet is slightly less on-target than C. A is largely off-topic, dominated by quantum computing/coding papers with zero relevance metrics."
q_100,single_winner,massimo,high,"A is by far the best match for the specific query: it includes multiple directly relevant machine unlearning papers for LLMs, with strong ranking quality and full pooled recall. C is weaker but still has at least one directly relevant unlearning result plus some adjacent LLM efficiency/fine-tuning papers. B is largely off-topic, focusing on multilinguality, bias, translation, and other unrelated LLM tasks, and its support metrics are correspondingly near zero."
